Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,attrition_flag,income_log,tenure_ratio,promotion_gap_ratio,manager_tenure_ratio,distance_per_income,overtime_flag,travel_frequently_flag,single_flag,male_flag,age_group,income_group,tenure_group
41,No,Travel_Frequently,840,Research & Development,9,3,Medical,1,Male,64,3,5,Research Director,3,Divorced,19419,3735,2,No,17,3,2,1,21,2,4,18,16,0,11,0,9.874058741845316,0.8181818181818182,0.0,0.5789473684210527,0.0004634397528321318,0,1,0,1,36-45,고소득,11-20년
27,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,No,14,3,2,1,4,2,3,2,2,2,2,0,7.941651252930556,0.4,0.6666666666666666,0.6666666666666666,0.005689900426742532,0,0,0,0,26-35,저소득,0-2년
45,No,Non-Travel,248,Research & Development,23,2,Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Yes,15,3,3,1,9,2,3,9,8,0,8,0,8.198089248956116,0.9,0.0,0.8,0.006329113924050633,1,0,0,1,36-45,중하,6-10년
47,No,Travel_Rarely,955,Sales,4,2,Life Sciences,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,Yes,17,3,3,0,9,0,3,9,0,0,7,0,8.33423142973486,0.9,0.0,0.7,0.0009606147934678194,1,0,1,0,46-55,중하,6-10년
30,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,4,Yes,11,3,2,0,7,2,3,5,2,0,1,1,7.665284718471351,0.625,0.0,0.16666666666666666,0.010314111579934365,1,0,0,0,26-35,저소득,3-5년
50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Yes,18,3,4,1,22,2,3,12,11,1,5,0,9.544953739112396,0.5217391304347826,0.07692307692307693,0.38461538461538464,0.0017174753112924003,1,0,0,1,46-55,고소득,11-20년
38,No,Travel_Frequently,1391,Research & Development,10,1,Medical,3,Male,66,3,1,Research Scientist,3,Married,2684,12127,0,No,17,3,2,1,3,0,2,2,1,0,2,0,7.895436006942965,0.5,0.0,0.6666666666666666,0.0037243947858473,0,1,0,1,36-45,저소득,0-2년
46,No,Travel_Rarely,566,Research & Development,7,2,Medical,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,No,13,3,2,1,13,3,3,8,7,0,7,0,9.291551627401006,0.5714285714285714,0.0,0.7777777777777778,0.0006453992255209294,0,0,0,1,46-55,고소득,6-10년
24,No,Travel_Rarely,1206,Research & Development,17,1,Medical,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,No,15,3,2,2,5,6,3,4,2,3,2,0,8.384347278082808,0.6666666666666666,0.6,0.4,0.0038830516217450892,0,0,0,0,18-25,중하,3-5년
35,Yes,Travel_Rarely,622,Research & Development,14,4,Other,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Yes,24,4,4,1,5,2,1,4,2,0,2,1,8.227909837597483,0.6666666666666666,0.0,0.4,0.0037393162393162395,1,0,0,1,26-35,중하,3-5년
31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,No,12,3,3,1,4,1,3,4,3,0,3,0,8.330622620332868,0.8,0.0,0.6,0.00024102193299590263,0,1,0,0,26-35,중하,3-5년
18,No,Non-Travel,287,Research & Development,5,2,Life Sciences,2,Male,73,3,1,Research Scientist,4,Single,1051,13493,1,No,15,3,4,0,0,2,3,0,0,0,0,0,6.9584483932976555,0.0,0.0,0.0,0.004752851711026616,0,0,1,1,18-25,저소득,0-2년
54,No,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,No,11,3,3,1,22,2,3,10,7,0,8,0,9.281730368062856,0.43478260869565216,0.0,0.7272727272727273,0.0015828677839851025,0,0,0,0,46-55,고소득,6-10년
35,No,Travel_Rarely,583,Research & Development,25,4,Medical,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Yes,11,3,3,1,16,3,2,16,10,10,1,0,9.248502833070532,0.9411764705882353,0.5882352941176471,0.058823529411764705,0.0024063913754933104,1,0,0,0,26-35,고소득,11-20년
30,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,2,Female,73,4,3,Research Director,1,Married,11416,17802,0,Yes,12,3,3,3,9,4,2,8,7,1,7,0,9.342858751676328,0.8,0.1111111111111111,0.7777777777777778,0.0007007094683366909,1,0,0,0,26-35,고소득,6-10년
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,Yes,15,3,1,0,1,2,3,1,0,0,0,1,7.8636512654486515,0.5,0.0,0.0,0.004229142637447136,1,0,1,0,18-25,저소득,0-2년
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,No,17,3,1,0,4,3,3,3,2,1,2,1,7.792761720816526,0.6,0.25,0.5,0.0020635575732562937,0,1,1,0,26-35,저소득,3-5년
26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,No,12,3,2,0,8,2,3,8,7,1,3,0,8.607582191143917,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.0003654302941713868,0,0,0,1,26-35,중상,6-10년
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,No,15,3,1,1,4,3,2,4,3,1,1,0,7.804659297056102,0.8,0.2,0.2,0.0032626427406199023,0,0,0,1,18-25,저소득,3-5년
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,No,13,3,4,0,19,0,3,2,2,2,2,0,8.352554369474591,0.1,0.6666666666666666,0.6666666666666666,0.0014147606696533837,0,0,1,1,46-55,중하,0-2년
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,No,14,3,2,0,27,3,3,15,11,4,8,0,9.305650551780507,0.5357142857142857,0.25,0.5,0.0003636363636363636,0,0,1,1,46-55,고소득,11-20년
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,No,14,3,2,0,8,6,3,2,2,2,1,0,8.517992871586802,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.001398880895283773,0,0,1,0,36-45,중상,0-2년
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,No,16,3,3,1,21,3,3,21,6,11,8,0,9.452737380212278,0.9545454545454546,0.5,0.36363636363636365,7.847445656438829e-05,0,0,0,0,36-45,고소득,20년 초과
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,No,18,3,2,1,4,2,3,3,2,2,2,0,8.349484346990128,0.6,0.5,0.5,0.0004730368968779565,0,0,0,0,26-35,중하,3-5년
35,No,Travel_Rarely,802,Research & Development,10,3,Other,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,No,20,4,1,1,3,4,2,3,2,1,2,0,8.273336598504486,0.75,0.25,0.5,0.002552322613578356,0,0,0,1,26-35,중하,3-5년
42,No,Travel_Rarely,265,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,18303,7770,6,No,13,3,2,0,21,3,4,1,0,0,0,0,9.814874894179525,0.045454545454545456,0.0,0.0,0.0002731643356643357,0,0,0,1,36-45,고소득,0-2년
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,No,18,3,2,0,8,5,3,1,0,0,0,0,7.7752758464868625,0.1111111111111111,0.0,0.0,0.0037799244015119695,0,0,0,1,46-55,저소득,0-2년
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Yes,13,3,1,0,30,4,3,5,3,4,3,0,9.52711997525166,0.16129032258064516,0.6666666666666666,0.5,0.00014569825890580607,1,0,1,0,56-65,고소득,3-5년
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,No,15,3,1,0,15,2,1,1,0,0,0,1,8.471777327885755,0.0625,0.0,0.0,0.0023022185014650483,0,0,0,0,36-45,중하,0-2년
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Yes,14,3,4,2,17,3,3,8,7,6,7,0,8.761863373274727,0.4444444444444444,0.6666666666666666,0.7777777777777778,0.0028186658315064203,1,1,0,1,46-55,중상,6-10년
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,No,22,4,2,2,21,3,3,21,16,5,10,0,9.90218670680308,0.9545454545454546,0.22727272727272727,0.45454545454545453,0.0003504555922699509,0,0,0,0,36-45,고소득,20년 초과
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0,0,8.833754223418396,0.05,0.0,0.0,0.0004371903235208394,1,0,1,1,36-45,중상,0-2년
26,Yes,Non-Travel,265,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,No,18,3,4,0,7,6,3,2,2,2,2,1,8.511175119090675,0.25,0.6666666666666666,0.6666666666666666,0.0058350100603621734,0,0,1,1,26-35,중상,0-2년
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,19845,25846,1,No,15,3,4,1,33,3,3,32,14,6,9,1,9.895757754474186,0.9411764705882353,0.18181818181818182,0.2727272727272727,0.0001007759750075582,0,0,0,0,46-55,고소득,20년 초과
44,No,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,11,0,9.497097016351463,0.5,0.8461538461538461,0.8461538461538461,0.0021019442984760903,1,0,0,0,36-45,고소득,11-20년
50,No,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,0,No,12,3,1,1,19,3,3,18,7,0,13,0,8.7558950816463,0.9,0.0,0.6842105263157895,0.0001575299306868305,0,0,0,0,46-55,중상,11-20년
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,No,16,3,3,0,18,1,3,17,13,15,14,1,7.917171988845776,0.8947368421052632,0.8333333333333334,0.7777777777777778,0.0058309037900874635,0,0,1,0,36-45,저소득,11-20년
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8,0,9.294773427951013,0.9545454545454546,0.09090909090909091,0.36363636363636365,0.0020218729896149252,1,1,1,0,36-45,고소득,20년 초과
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,No,19,3,4,0,3,2,2,2,2,2,2,0,7.759187438507795,0.5,0.6666666666666666,0.6666666666666666,0.0034144259496372174,0,0,1,0,26-35,저소득,0-2년
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,17650,5404,3,No,13,3,2,1,26,4,4,9,3,1,1,0,9.77854771798028,0.3333333333333333,0.1,0.1,0.0006231941533057617,0,0,0,0,36-45,고소득,6-10년
32,No,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,No,12,3,2,0,10,2,3,8,7,7,7,0,8.300528606199737,0.7272727272727273,0.7777777777777778,0.7777777777777778,0.007203179334326876,0,0,1,0,26-35,중하,6-10년
34,No,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,No,11,3,4,1,16,2,2,15,1,0,9,0,9.182557990963732,0.8823529411764706,0.0,0.5625,0.00010281719103434094,0,0,0,1,26-35,고소득,11-20년
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4,0,9.384713758920963,0.4,0.0,0.5714285714285714,8.399832003359933e-05,1,0,0,1,56-65,고소득,6-10년
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,No,16,3,1,0,6,3,3,6,3,0,4,0,7.686162303492906,0.8571428571428571,0.0,0.5714285714285714,0.011019283746556474,0,0,1,1,36-45,저소득,6-10년
53,No,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12,0,8.926118971153382,0.4838709677419355,0.375,0.75,0.00026574541589157585,0,1,0,0,46-55,중상,11-20년
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,No,14,3,2,1,9,3,2,1,0,0,0,1,8.483636407887394,0.1,0.0,0.0,0.0031023784901758012,0,0,0,1,36-45,중하,0-2년
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2,1,7.622174594817622,0.42857142857142855,0.25,0.5,0.0009789525208027412,1,1,0,1,26-35,저소득,3-5년
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0,0,7.7057128238944275,0.5,0.0,0.0,0.004502476361999099,1,0,0,0,26-35,저소득,0-2년
28,No,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,No,22,4,2,0,1,5,3,1,0,0,0,0,6.959398512133975,0.5,0.0,0.0,0.00949667616334283,0,0,0,1,26-35,저소득,0-2년
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2,0,7.945201132412759,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.0010630758327427356,0,1,0,1,36-45,저소득,0-2년
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7,0,9.86464276871256,0.26666666666666666,0.7777777777777778,0.7777777777777778,0.00010396091069757771,1,0,0,1,46-55,고소득,6-10년
37,No,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,No,15,3,1,0,8,3,2,4,3,0,1,0,8.32069157104845,0.4444444444444444,0.0,0.2,0.0007302823758519961,0,0,1,0,36-45,중하,3-5년
40,No,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,No,14,3,2,1,8,3,2,7,7,7,5,0,9.035629778183564,0.7777777777777778,0.875,0.625,0.0030963439323567943,0,0,0,1,36-45,고소득,6-10년
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,No,13,3,3,2,5,5,3,5,3,1,3,0,7.60489448081162,0.8333333333333334,0.16666666666666666,0.5,0.00049800796812749,0,1,0,0,26-35,저소득,3-5년
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,No,17,3,4,2,23,0,3,2,2,2,2,0,9.884712397209794,0.08333333333333333,0.6666666666666666,0.6666666666666666,5.0947625840635824e-05,0,0,0,1,46-55,고소득,0-2년
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,No,11,3,2,1,13,4,3,9,4,7,0,0,9.276783328524896,0.6428571428571429,0.7,0.0,0.00018714325816412465,0,0,0,0,46-55,고소득,6-10년
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3,0,7.987184748233473,0.2631578947368421,0.0,0.5,0.0030581039755351682,0,1,0,0,56-65,중하,3-5년
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,No,11,3,2,0,15,2,2,14,8,7,8,0,9.089189170412032,0.875,0.4666666666666667,0.5333333333333333,0.0013545546901456147,0,0,1,0,36-45,고소득,11-20년
55,No,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2,0,9.726571360400724,0.28125,0.6,0.2,0.00011935310616458794,0,0,1,1,46-55,고소득,6-10년
43,No,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,No,13,3,3,1,18,5,3,1,0,0,0,0,9.28720881623276,0.05263157894736842,0.0,0.0,0.002315029169367534,0,0,0,1,36-45,고소득,0-2년
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2,1,7.751045117971802,0.6666666666666666,0.0,0.6666666666666666,0.00387263339070568,1,1,1,0,18-25,저소득,0-2년
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,No,13,3,1,0,1,6,2,1,0,1,0,1,7.256297239690681,0.5,0.5,0.0,0.007057163020465773,0,0,1,0,18-25,저소득,0-2년
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7,0,8.437283808187935,0.8,0.058823529411764705,0.4117647058823529,0.0017331022530329288,1,0,0,0,46-55,중하,11-20년
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7,1,7.808729306744399,0.5263157894736842,0.18181818181818182,0.6363636363636364,0.0016246953696181965,1,0,0,1,46-55,저소득,6-10년
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9,1,9.07371849443322,0.9090909090909091,0.09090909090909091,0.8181818181818182,0.0027513470136420956,0,0,1,1,26-35,고소득,6-10년
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3,0,8.282988692742602,0.7142857142857143,0.16666666666666666,0.5,0.0002527805864509606,0,0,0,1,26-35,중하,3-5년
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,No,15,3,3,1,7,1,2,6,2,0,2,0,9.206131527202128,0.75,0.0,0.2857142857142857,0.002008435428800964,0,0,0,1,26-35,고소득,6-10년
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,No,13,3,3,0,10,3,3,10,6,0,8,0,8.124743020385568,0.9090909090909091,0.0,0.7272727272727273,0.00207284572105419,0,0,0,0,36-45,중하,6-10년
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,1,20,4,2,19,9,1,9,0,9.085230560933338,0.9047619047619048,0.05,0.45,0.0019265639165911151,0,0,0,0,36-45,고소득,11-20년
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,1,14,6,3,11,10,11,1,0,9.24212969446559,0.7333333333333333,0.9166666666666666,0.08333333333333333,0.001937421292260002,0,0,0,1,36-45,고소득,11-20년
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2,0,8.438582790834326,0.75,0.25,0.5,0.0017308524448290783,0,0,0,1,26-35,중하,3-5년
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,1,23,4,3,3,2,1,2,0,9.303557453687317,0.125,0.25,0.5,0.0001821991436640248,0,1,0,1,46-55,고소득,3-5년
28,No,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,No,13,3,4,0,10,4,4,8,7,1,7,0,8.205491613120236,0.7272727272727273,0.1111111111111111,0.7777777777777778,0.0027314941272876263,0,0,1,0,26-35,중하,6-10년
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6,1,9.257510176452573,0.8,0.14285714285714285,0.2857142857142857,9.539254030334828e-05,0,0,0,1,36-45,고소득,11-20년
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,No,15,3,3,1,9,2,3,3,2,1,2,0,8.87066300440602,0.3,0.25,0.5,0.0007022471910112359,0,0,0,1,26-35,중상,3-5년
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7,1,9.167745974343763,0.8,0.4444444444444444,0.7777777777777778,0.0004174058228112282,1,0,1,1,26-35,고소득,6-10년
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,No,22,4,2,0,14,4,3,13,7,3,8,1,8.413830678421084,0.8666666666666667,0.21428571428571427,0.5714285714285714,0.006431581281880683,0,1,1,0,26-35,중하,11-20년
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2,0,7.699842407396986,0.8,0.4,0.4,0.006793478260869565,0,0,0,1,26-35,저소득,3-5년
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,No,17,3,3,0,7,1,2,6,2,0,4,0,8.956350940490871,0.75,0.0,0.5714285714285714,0.00038674745391259507,0,1,1,1,26-35,중상,6-10년
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0,0,8.809116258125274,0.1111111111111111,0.0,0.0,0.0014936519790888724,1,0,0,0,36-45,중상,0-2년
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6,1,8.213923595622743,0.875,0.625,0.75,0.0010834236186348862,1,0,0,1,18-25,중하,6-10년
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,No,20,4,3,1,1,0,2,1,1,0,0,1,7.774015077250727,0.5,0.0,0.0,0.008830950378469302,0,0,0,1,26-35,저소득,0-2년
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2,1,7.746732907753622,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.010803802938634399,1,0,1,1,26-35,저소득,0-2년
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,14399,0,No,17,3,4,1,23,3,3,22,6,13,7,0,9.779397167305078,0.9166666666666666,0.5652173913043478,0.30434782608695654,0.00011321181931393638,0,0,0,1,36-45,고소득,20년 초과
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,No,15,3,1,2,1,2,3,1,0,0,0,1,7.862112211662748,0.5,0.0,0.0,0.0003850596842510589,0,1,0,1,26-35,저소득,0-2년
50,Yes,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,1,8.461469042643875,0.0,0.0,0.0,0.00021146119687037428,1,1,1,1,46-55,중하,0-2년
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2,0,8.3670677328386,0.6,0.0,0.5,0.0016267720195212642,0,1,0,0,26-35,중하,3-5년
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0,0,7.9996785794994505,0.0,0.0,0.0,0.0010067114093959733,0,0,0,1,26-35,중하,0-2년
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1,0,9.734240155229445,0.17857142857142858,0.3333333333333333,0.16666666666666666,5.922065616487031e-05,0,0,1,1,46-55,고소득,3-5년
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12,0,8.629449873761905,0.9375,0.25,0.75,0.0016088666428316052,0,0,0,0,36-45,중상,11-20년
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,0,9.253974408996244,0.42105263157894735,0.4444444444444444,0.0,0.0006701129618992916,0,0,1,1,46-55,고소득,6-10년
38,No,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,0,9.075779878580487,0.8,0.2222222222222222,0.7777777777777778,0.0011440338634023568,1,0,0,1,36-45,고소득,6-10년
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,0,7.83002808253384,0.5833333333333334,0.125,0.875,0.011133200795228629,0,0,0,0,26-35,저소득,6-10년
