Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,income_log,tenure_ratio,promotion_gap_ratio,manager_tenure_ratio,distance_per_income,age_group,income_group,tenure_group,attrition_flag
24,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,1,Laboratory Technician,2,Single,3597,8,No,22,4,4,0,6,2,3,4,3,1,2,8.188133414510478,0.5714285714285714,0.2,0.4,0.0066703724291272,18-25,중하,3-5년,0
28,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2515,1,Yes,11,3,4,0,1,4,2,1,1,0,0,7.830425617820331,0.5,0.0,0.0,0.0047694753577106,26-35,저소득,0-2년,1
26,Travel_Rarely,Research & Development,3,4,Medical,1,Male,4,1,Laboratory Technician,4,Married,4420,1,No,22,4,2,1,8,2,3,8,7,0,7,8.394121193826242,0.8888888888888888,0.0,0.7777777777777778,0.0006785795068988,26-35,중하,6-10년,0
30,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,2,Sales Executive,3,Married,6578,1,No,18,3,1,1,10,3,3,10,3,1,4,8.791638037085997,0.9090909090909092,0.0909090909090909,0.3636363636363636,0.0015199878400972,26-35,중상,6-10년,0
40,Travel_Frequently,Research & Development,26,2,Medical,3,Female,2,2,Research Scientist,4,Married,4422,3,Yes,13,3,4,1,16,3,1,1,1,0,0,8.394573477868327,0.0588235294117647,0.0,0.0,0.0058783631019669,36-45,중하,0-2년,0
35,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,2,3,Manufacturing Director,2,Divorced,10274,2,No,18,3,2,1,15,2,4,7,7,6,4,9.237469039364436,0.4375,0.75,0.5,0.0001946472019464,26-35,고소득,6-10년,0
34,Travel_Frequently,Research & Development,1,3,Medical,4,Male,2,2,Healthcare Representative,1,Single,5343,0,No,20,4,3,0,14,3,3,13,9,4,9,8.583729715216482,0.8666666666666667,0.2857142857142857,0.6428571428571429,0.0001871257485029,26-35,중상,11-20년,0
35,Travel_Frequently,Research & Development,4,4,Other,4,Male,2,1,Laboratory Technician,4,Married,2376,1,No,13,3,2,1,2,2,4,2,2,2,2,7.773594467360194,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0016827934371055,26-35,저소득,0-2년,0
43,Travel_Rarely,Sales,9,3,Marketing,1,Female,1,2,Sales Executive,3,Single,5346,8,No,13,3,2,0,7,2,2,4,3,1,3,8.584290934948731,0.5,0.2,0.6,0.0016831868337385,36-45,중상,3-5년,1
32,Non-Travel,Sales,2,1,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,2827,1,No,12,3,3,3,1,3,3,1,0,0,0,7.947325027016463,0.5,0.0,0.0,0.0007072135785007,26-35,저소득,0-2년,0
56,Travel_Rarely,Research & Development,4,4,Technical Degree,4,Female,3,5,Manager,1,Divorced,19943,4,No,13,3,4,1,28,2,3,5,2,4,2,9.900683625203394,0.1724137931034483,0.6666666666666666,0.3333333333333333,0.0002005615724027,56-65,고소득,3-5년,0
29,Travel_Rarely,Research & Development,6,1,Medical,2,Female,3,1,Laboratory Technician,4,Married,3131,1,No,13,3,1,1,10,5,3,10,8,0,8,8.049427057110695,0.9090909090909092,0.0,0.7272727272727273,0.0019157088122605,26-35,중하,6-10년,0
19,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Male,3,1,Research Scientist,1,Single,2552,1,No,25,4,3,0,1,4,3,1,1,0,0,7.845024417241484,0.5,0.0,0.0,0.0035252643948296,18-25,저소득,0-2년,0
45,Travel_Rarely,Research & Development,7,3,Medical,1,Female,3,1,Research Scientist,3,Married,4477,4,Yes,19,3,3,1,7,2,2,3,2,0,2,8.4069317971587,0.375,0.0,0.5,0.0015631978561857,36-45,중하,3-5년,0
37,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,6474,1,No,13,3,2,1,14,2,2,14,8,3,11,8.775703886567738,0.9333333333333332,0.2,0.7333333333333333,0.0001544401544401,36-45,중상,11-20년,0
20,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,1,Laboratory Technician,3,Single,3033,1,No,12,3,1,0,2,2,2,2,2,1,2,8.017637159908478,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0009887936717205,18-25,중하,0-2년,0
44,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,1,Research Scientist,3,Single,2936,1,Yes,11,3,3,0,6,4,3,6,4,0,2,7.98514393119862,0.8571428571428571,0.0,0.2857142857142857,0.003404834865509,36-45,중하,6-10년,1
53,Travel_Rarely,Research & Development,7,2,Medical,4,Female,3,5,Manager,3,Divorced,18606,3,No,18,3,2,1,26,6,3,7,7,4,7,9.83129313298764,0.2592592592592592,0.5,0.875,0.0003762025044338,46-55,고소득,6-10년,0
29,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Female,1,1,Research Scientist,4,Married,2168,0,Yes,18,3,1,1,6,2,2,5,4,1,3,7.682021510826875,0.7142857142857143,0.1666666666666666,0.5,0.0069156293222683,26-35,저소득,3-5년,0
22,Travel_Frequently,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2853,0,Yes,11,3,2,1,1,5,3,0,0,0,0,7.956476798036782,0.0,0.0,0.0,0.001051156271899,18-25,저소득,0-2년,1
46,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,4,Manager,1,Married,17048,8,No,23,4,1,0,28,2,3,26,15,15,9,9.74384682996523,0.896551724137931,0.5555555555555556,0.3333333333333333,0.0001173089330752,46-55,고소득,20년 초과,0
44,Non-Travel,Research & Development,17,3,Life Sciences,4,Male,1,1,Research Scientist,3,Single,2290,2,No,13,3,4,0,6,3,3,0,0,0,0,7.736743682453495,0.0,0.0,0.0,0.00742034046268,36-45,저소득,0-2년,0
33,Travel_Rarely,Human Resources,2,3,Human Resources,2,Male,3,1,Human Resources,3,Married,3600,1,No,13,3,4,1,5,2,3,5,4,1,4,8.188966863648876,0.8333333333333334,0.1666666666666666,0.6666666666666666,0.0005554012774229,26-35,중하,3-5년,0
41,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,2,1,Research Scientist,1,Divorced,2107,6,No,17,3,1,1,5,2,1,1,0,0,0,7.653494909661253,0.1666666666666666,0.0,0.0,0.0023719165085388,36-45,저소득,0-2년,1
30,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,3,2,Sales Executive,1,Divorced,4115,8,No,19,3,3,3,8,3,3,4,3,0,3,8.32263709695394,0.4444444444444444,0.0,0.6,0.0070456754130223,26-35,중하,3-5년,0
40,Travel_Frequently,Sales,2,4,Medical,2,Male,3,2,Sales Executive,2,Married,4327,5,No,12,3,4,3,5,2,3,0,0,0,0,8.372860820526318,0.0,0.0,0.0,0.0004621072088724,36-45,중하,0-2년,0
50,Travel_Frequently,Research & Development,2,3,Medical,4,Female,3,4,Manager,1,Married,17856,2,No,22,4,3,1,32,3,3,2,2,2,2,9.790150867197124,0.0606060606060606,0.6666666666666666,0.6666666666666666,0.0001120008960071,46-55,고소득,0-2년,0
28,Travel_Rarely,Research & Development,19,4,Medical,4,Male,2,1,Laboratory Technician,1,Married,3196,1,No,12,3,3,3,6,2,3,6,5,3,3,8.069968149059841,0.8571428571428571,0.4285714285714285,0.4285714285714285,0.0059430716296528,26-35,중하,6-10년,0
46,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,3,5,Research Director,2,Married,19081,5,No,11,3,1,1,25,2,3,4,2,0,3,9.856500761311793,0.1538461538461538,0.0,0.6,0.0007860811235719,46-55,고소득,3-5년,0
35,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,3,2,Sales Executive,1,Married,8966,3,Yes,15,3,4,3,15,2,3,7,7,1,7,9.101306450952048,0.4375,0.125,0.875,0.0018958403033344,26-35,고소득,6-10년,0
24,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,2210,1,No,13,3,1,1,1,3,1,1,0,0,0,7.701200180857446,0.5,0.0,0.0,0.0076888285843509,18-25,저소득,0-2년,1
33,Travel_Frequently,Sales,25,3,Medical,2,Female,3,2,Sales Executive,3,Married,4539,1,No,12,3,1,1,10,3,2,10,7,0,1,8.420682291035394,0.9090909090909092,0.0,0.0909090909090909,0.0055066079295154,26-35,중하,6-10년,0
36,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,1,1,Laboratory Technician,3,Divorced,2741,1,No,14,3,3,1,7,4,3,7,7,1,7,7.91644286012226,0.875,0.125,0.875,0.0021881838074398,36-45,저소득,6-10년,0
30,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,2,Laboratory Technician,3,Divorced,3491,1,No,13,3,1,3,10,4,2,10,7,8,9,8.158229916959494,0.9090909090909092,0.7272727272727273,0.8181818181818182,0.0020045819014891,26-35,중하,6-10년,0
44,Travel_Rarely,Research & Development,29,4,Other,4,Male,3,2,Research Scientist,4,Single,4541,1,No,25,4,2,0,20,3,3,20,11,13,17,8.421122722665503,0.9523809523809524,0.6190476190476191,0.8095238095238095,0.0063848524878907,36-45,중하,11-20년,0
20,Travel_Rarely,Sales,21,3,Marketing,3,Male,4,1,Sales Representative,4,Single,2678,1,No,17,3,4,0,2,2,3,2,1,2,2,7.893198869544609,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0078387458006718,18-25,저소득,0-2년,0
46,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,7379,2,No,11,3,3,1,12,3,2,6,3,1,4,8.906528917594517,0.4615384615384615,0.1428571428571428,0.5714285714285714,0.0002710027100271,46-55,중상,6-10년,0
42,Non-Travel,Human Resources,2,5,Medical,4,Male,4,2,Human Resources,1,Married,6272,7,No,16,3,1,1,10,3,4,4,3,0,3,8.744009988096744,0.3636363636363636,0.0,0.6,0.0003188267176789,36-45,중상,3-5년,0
60,Travel_Rarely,Sales,7,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,5220,0,Yes,18,3,2,1,12,3,3,11,7,1,9,8.560444233410552,0.8461538461538461,0.0833333333333333,0.75,0.0013407393219689,56-65,중상,11-20년,0
32,Travel_Frequently,Research & Development,13,3,Other,3,Female,2,1,Laboratory Technician,2,Married,2743,1,No,20,4,3,1,2,2,3,2,2,2,2,7.917171988845776,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.004737609329446,26-35,저소득,0-2년,0
32,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4998,4,Yes,14,3,4,0,10,2,3,8,7,0,7,8.51699317141357,0.7272727272727273,0.0,0.7777777777777778,0.0004000800160032,26-35,중상,6-10년,0
36,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,1,3,Manufacturing Director,1,Divorced,10252,2,Yes,21,4,3,1,17,2,3,7,7,7,7,9.235325624670091,0.3888888888888889,0.875,0.875,9.753242953281966e-05,36-45,고소득,6-10년,0
33,Travel_Rarely,Research & Development,9,3,Medical,1,Male,3,1,Research Scientist,4,Married,2781,0,No,13,3,2,1,15,5,3,14,10,4,10,7.930925372483388,0.875,0.2666666666666666,0.6666666666666666,0.003235082674335,26-35,저소득,11-20년,0
40,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,2,2,Sales Executive,2,Divorced,6852,7,No,12,3,2,1,7,2,4,5,1,1,3,8.832441791585824,0.625,0.1666666666666666,0.5,0.001459214942361,36-45,중상,3-5년,0
25,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,3,2,Sales Executive,4,Single,4950,0,No,14,3,2,0,5,4,3,4,3,1,1,8.507344855361422,0.6666666666666666,0.2,0.2,0.0020197939810139,18-25,중상,3-5년,0
30,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,1,Research Scientist,2,Married,3579,0,Yes,21,4,1,1,12,2,3,11,9,5,7,8.183118079394745,0.8461538461538461,0.4166666666666667,0.5833333333333334,0.0002793296089385,26-35,중하,11-20년,0
42,Travel_Frequently,Research & Development,26,5,Medical,1,Female,3,3,Research Director,1,Married,13191,3,Yes,17,3,3,0,20,6,3,1,0,0,0,9.487365864239434,0.0476190476190476,0.0,0.0,0.0019708914493632,36-45,고소득,0-2년,0
35,Non-Travel,Sales,8,2,Marketing,3,Female,2,3,Sales Executive,4,Married,10377,4,Yes,11,3,2,1,16,6,2,13,2,4,12,9.247443459927686,0.7647058823529411,0.2857142857142857,0.8571428571428571,0.0007708614376565,26-35,고소득,11-20년,0
27,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2235,1,Yes,14,3,4,2,9,3,2,9,7,6,8,7.71244383427499,0.9,0.6,0.8,0.0062611806797853,26-35,저소득,6-10년,0
54,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,3,3,Manufacturing Director,3,Divorced,10502,7,No,17,3,1,1,33,2,1,5,4,1,4,9.259416209622776,0.1470588235294117,0.1666666666666666,0.6666666666666666,9.521089212605922e-05,46-55,고소득,3-5년,0
44,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,4,1,Research Scientist,4,Married,2011,1,No,13,3,4,1,10,5,3,10,5,7,7,7.60688453121963,0.9090909090909092,0.6363636363636364,0.6363636363636364,0.0009940357852882,36-45,저소득,6-10년,0
19,Non-Travel,Research & Development,10,3,Medical,1,Female,2,1,Research Scientist,2,Single,1859,1,Yes,25,4,2,0,1,2,4,1,1,0,0,7.528331766707247,0.5,0.0,0.0,0.0053763440860215,18-25,저소득,0-2년,1
29,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,3760,1,No,15,3,1,3,3,5,3,3,2,1,2,8.232440158470336,0.75,0.25,0.5,0.000265886732252,26-35,중하,3-5년,0
54,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,3,4,Research Director,4,Married,17779,3,No,14,3,1,0,36,2,3,10,9,0,9,9.785829509067897,0.2702702702702703,0.0,0.8181818181818182,0.0001687289088863,46-55,고소득,6-10년,0
31,Travel_Rarely,Research & Development,11,2,Medical,3,Male,3,2,Healthcare Representative,1,Married,6833,1,Yes,12,3,4,0,6,2,2,6,5,0,1,8.829665432675236,0.8571428571428571,0.0,0.1428571428571428,0.0016095990635059,26-35,중상,6-10년,0
31,Travel_Rarely,Research & Development,24,3,Medical,3,Female,2,2,Healthcare Representative,1,Single,6812,1,No,19,3,2,0,10,2,3,10,9,1,8,8.826587830773668,0.9090909090909092,0.0909090909090909,0.7272727272727273,0.0035226772346983,26-35,중상,6-10년,0
59,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,2,2,Sales Executive,4,Single,5171,5,No,17,3,4,0,13,2,3,6,1,0,5,8.551014739891748,0.4285714285714285,0.0,0.7142857142857143,0.0005800464037122,56-65,중상,6-10년,0
43,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,1,5,Research Director,4,Married,19740,3,No,14,3,2,1,25,2,3,8,7,0,7,9.890452970265668,0.3076923076923077,0.0,0.7777777777777778,0.000151967985411,36-45,고소득,6-10년,0
49,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,5,Manager,3,Married,18711,2,No,13,3,3,1,23,2,4,1,0,0,0,9.836920308264014,0.0416666666666666,0.0,0.0,0.0002137665669089,46-55,고소득,0-2년,0
36,Travel_Frequently,Research & Development,3,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3692,1,No,12,3,3,0,12,2,2,11,10,0,7,8.214194414852564,0.8461538461538461,0.0,0.5833333333333334,0.000812347684809,36-45,중하,11-20년,0
48,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,Single,2559,5,No,11,3,3,0,7,4,2,1,0,0,0,7.847762537473608,0.125,0.0,0.0,0.00078125,46-55,저소득,0-2년,0
27,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2517,1,No,11,3,2,3,5,2,3,5,3,0,3,7.831220214604293,0.8333333333333334,0.0,0.5,0.0015885623510722,26-35,저소득,3-5년,0
29,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,6623,1,Yes,11,3,2,2,6,2,3,6,0,1,0,8.798454696065095,0.8571428571428571,0.1428571428571428,0.0,0.0010567632850241,26-35,중상,6-10년,0
48,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,5,Research Director,4,Single,18265,6,No,12,3,3,0,25,3,4,1,0,0,0,9.812796687251623,0.0384615384615384,0.0,0.0,5.474652359575167e-05,46-55,고소득,0-2년,0
29,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,4,Research Director,4,Divorced,16124,3,No,14,3,2,2,9,2,2,7,7,1,7,9.688126141663972,0.7,0.125,0.875,6.201550387596899e-05,26-35,고소득,6-10년,0
34,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Female,4,1,Research Scientist,3,Married,2585,0,No,17,3,4,0,2,5,2,1,0,0,0,7.857867559331803,0.3333333333333333,0.0,0.0,0.0077339520494972,26-35,저소득,0-2년,0
44,Travel_Rarely,Sales,5,3,Marketing,2,Male,3,5,Manager,2,Married,18213,7,No,11,3,3,1,26,5,3,22,9,3,10,9.809945808127765,0.8148148148148148,0.1304347826086956,0.4347826086956521,0.0002745141100252,36-45,고소득,20년 초과,0
33,Travel_Rarely,Sales,10,5,Marketing,4,Male,4,3,Sales Executive,3,Divorced,8380,0,Yes,14,3,4,2,10,3,3,9,8,0,8,9.033722518098909,0.8181818181818182,0.0,0.8,0.0011931750387781,26-35,고소득,6-10년,0
19,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,4,1,Research Scientist,4,Single,2994,1,Yes,12,3,4,0,1,2,3,1,0,0,1,8.00469951054955,0.5,0.0,0.5,0.008347245409015,18-25,중하,0-2년,0
23,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,1,Research Scientist,3,Married,1223,1,No,22,4,4,1,1,2,3,1,0,0,1,7.109879463072272,0.5,0.0,0.5,0.0008169934640522,18-25,저소득,0-2년,0
25,Travel_Frequently,Sales,24,1,Life Sciences,3,Male,1,1,Sales Representative,4,Single,1118,1,Yes,14,3,4,0,1,4,3,1,0,1,0,7.020190708311925,0.5,0.5,0.0,0.0214477211796246,18-25,저소득,0-2년,1
26,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2875,1,Yes,20,4,2,0,8,2,2,8,5,2,2,7.964155718840937,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.0013908205841446,26-35,저소득,6-10년,0
45,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,5,Manager,2,Single,18824,2,Yes,16,3,1,0,26,2,3,24,10,1,11,9.842941052668094,0.8888888888888888,0.04,0.44,0.0001062416998671,36-45,고소득,20년 초과,1
55,Non-Travel,Research & Development,8,1,Medical,4,Male,2,4,Healthcare Representative,2,Divorced,13577,1,Yes,15,3,4,1,34,3,3,33,9,15,0,9.516206114861593,0.9428571428571428,0.4411764705882353,0.0,0.0005891883929886,46-55,고소득,20년 초과,0
21,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Female,2,1,Laboratory Technician,3,Single,2625,1,No,20,4,3,0,2,2,1,2,2,2,2,7.873217054862741,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0038080731150038,18-25,저소득,0-2년,1
46,Travel_Rarely,Sales,4,2,Marketing,4,Female,2,5,Manager,2,Married,18789,2,No,14,3,3,1,26,2,3,11,4,0,8,9.84108009240751,0.4074074074074074,0.0,0.6666666666666666,0.000212879191059,46-55,고소득,11-20년,0
34,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,2,Sales Executive,1,Single,4538,0,Yes,12,3,4,0,4,3,3,3,2,0,2,8.420462002456466,0.6,0.0,0.5,0.0004406256884776,26-35,중하,3-5년,0
51,Travel_Frequently,Sales,9,3,Life Sciences,4,Male,3,5,Manager,2,Divorced,19847,4,Yes,24,4,1,1,31,5,2,29,10,11,10,9.895858525371636,0.90625,0.3666666666666666,0.3333333333333333,0.0004534461910519,46-55,고소득,20년 초과,0
59,Travel_Rarely,Research & Development,18,4,Medical,4,Male,3,3,Manufacturing Director,4,Single,10512,6,No,12,3,4,0,25,6,2,9,7,5,4,9.26036786557583,0.3461538461538461,0.5,0.4,0.0017121658898506,56-65,고소득,6-10년,0
34,Travel_Frequently,Research & Development,19,3,Medical,3,Female,3,2,Laboratory Technician,2,Divorced,4444,4,No,13,3,3,2,15,2,4,11,8,5,10,8.399535147948004,0.6875,0.4166666666666667,0.8333333333333334,0.0042744656917885,26-35,중하,11-20년,0
28,Travel_Frequently,Research & Development,1,4,Medical,4,Male,3,1,Laboratory Technician,3,Single,2154,0,Yes,11,3,3,0,5,2,2,4,2,0,2,7.675546002537848,0.6666666666666666,0.0,0.4,0.0004640371229698,26-35,저소득,3-5년,0
44,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,4,5,Manager,1,Divorced,19190,1,No,14,3,4,2,26,4,2,25,9,14,13,9.862196698118249,0.925925925925926,0.5384615384615384,0.5,0.0002084310353811,36-45,고소득,20년 초과,0
34,Travel_Frequently,Human Resources,11,3,Life Sciences,3,Male,2,2,Human Resources,2,Married,4490,4,No,11,3,4,2,14,5,4,10,9,1,8,8.409830673087738,0.6666666666666666,0.0909090909090909,0.7272727272727273,0.0024493431307058,26-35,중하,6-10년,0
35,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,3506,0,Yes,14,3,4,0,4,3,3,3,2,2,2,8.162516250140179,0.6,0.5,0.5,0.001710863986313,26-35,중하,3-5년,0
42,Travel_Rarely,Research & Development,7,4,Medical,2,Female,4,2,Research Scientist,2,Married,2372,6,Yes,16,3,4,0,18,2,3,1,0,0,0,7.771910256435763,0.0526315789473684,0.0,0.0,0.0029498525073746,36-45,저소득,0-2년,0
43,Travel_Rarely,Sales,4,4,Marketing,4,Female,2,3,Sales Executive,4,Single,10231,3,No,14,3,4,0,23,3,4,21,7,15,17,9.23327534325868,0.875,0.6818181818181818,0.7727272727272727,0.0003909304143862,36-45,고소득,20년 초과,0
36,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,2,Manufacturing Director,2,Single,5410,9,Yes,11,3,4,0,18,2,3,16,14,5,12,8.596189197642735,0.8421052631578947,0.2941176470588235,0.7058823529411765,0.0003696174459434,36-45,중상,11-20년,0
44,Travel_Rarely,Research & Development,15,3,Medical,1,Female,3,3,Healthcare Representative,4,Married,7978,1,No,11,3,4,1,10,2,3,10,7,0,5,8.984568369308281,0.9090909090909092,0.0,0.4545454545454545,0.0018799348289259,36-45,중상,6-10년,1
28,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,2,1,Laboratory Technician,4,Married,3867,1,Yes,12,3,2,1,2,2,3,2,2,2,2,8.260492856573185,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0005170630816959,26-35,중하,0-2년,0
51,Travel_Frequently,Research & Development,6,2,Medical,2,Female,2,1,Laboratory Technician,3,Single,2838,0,No,14,3,2,0,8,6,2,7,0,7,7,7.951207156472972,0.7777777777777778,0.875,0.875,0.0021134202183867,46-55,저소득,6-10년,0
30,Non-Travel,Research & Development,9,2,Medical,3,Female,3,2,Manufacturing Director,3,Single,4695,7,Yes,18,3,3,0,10,3,3,8,4,1,7,8.454466361507933,0.7272727272727273,0.1111111111111111,0.7777777777777778,0.0019165247018739,26-35,중하,6-10년,0
29,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Female,3,1,Laboratory Technician,3,Divorced,3339,3,Yes,13,3,1,2,10,2,3,7,7,7,7,8.113726085970747,0.6363636363636364,0.875,0.875,0.0020958083832335,26-35,중하,6-10년,1
28,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,2080,2,No,11,3,2,0,5,2,2,3,2,1,2,7.640603826393634,0.5,0.25,0.5,0.0004805382027871,26-35,저소득,3-5년,0
25,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,1,Research Scientist,2,Single,2096,1,No,18,3,4,0,2,3,2,2,2,2,1,7.64826303090192,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0004768717215069,18-25,저소득,0-2년,0
32,Travel_Rarely,Sales,8,3,Medical,3,Male,4,2,Sales Executive,4,Married,6209,1,No,15,3,3,2,10,4,4,10,7,0,8,8.733916174927524,0.9090909090909092,0.0,0.7272727272727273,0.0012882447665056,26-35,중상,6-10년,0
45,Travel_Frequently,Research & Development,25,3,Medical,2,Female,3,5,Manager,2,Single,18061,3,No,22,4,3,0,22,4,3,0,0,0,0,9.801565562810744,0.0,0.0,0.0,0.0013841213597608,36-45,고소득,0-2년,0
39,Travel_Rarely,Research & Development,13,4,Medical,3,Female,2,4,Manager,2,Divorced,17123,6,Yes,13,3,4,2,21,4,3,19,9,15,2,9.748236267264836,0.8636363636363636,0.75,0.1,0.0007591684185937,36-45,고소득,11-20년,0
58,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2372,1,No,12,3,4,2,2,3,3,2,2,2,2,7.771910256435763,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0096923725242309,56-65,저소득,0-2년,0
32,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,3,2,Laboratory Technician,3,Married,4883,1,No,18,3,1,1,10,3,3,10,4,1,1,8.493719835230594,0.9090909090909092,0.0909090909090909,0.0909090909090909,0.0014332514332514,26-35,중하,6-10년,1
39,Travel_Rarely,Research & Development,23,3,Medical,3,Male,3,1,Research Scientist,1,Single,3904,0,No,13,3,1,0,6,2,3,5,2,0,3,8.270013062273787,0.7142857142857143,0.0,0.5,0.0058898847631242,36-45,중하,3-5년,1
30,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,2,2,Laboratory Technician,4,Married,4627,0,No,12,3,1,1,10,6,3,9,2,6,7,8.439880088313567,0.8181818181818182,0.6,0.7,0.0012964563526361,26-35,중하,6-10년,0
36,Travel_Rarely,Research & Development,10,4,Technical Degree,4,Female,3,3,Healthcare Representative,3,Married,7094,3,No,12,3,1,0,10,0,3,7,7,1,7,8.867145589594143,0.6363636363636364,0.125,0.875,0.0014094432699083,36-45,중상,6-10년,0
46,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,3,1,Human Resources,1,Single,3423,6,No,12,3,3,0,10,3,4,7,6,5,7,8.138564737261632,0.6363636363636364,0.625,0.875,0.0002920560747663,46-55,중하,6-10년,0
28,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,1,2,Laboratory Technician,4,Married,6674,0,No,11,3,1,3,10,6,3,9,8,7,5,8.80612448326845,0.8181818181818182,0.7,0.5,0.0001498127340823,26-35,중상,6-10년,0
50,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Female,3,4,Research Director,1,Married,16880,4,Yes,11,3,2,0,25,2,3,3,2,1,2,9.733944008101387,0.1153846153846153,0.25,0.5,0.0016586695101001,46-55,고소득,3-5년,0
40,Travel_Rarely,Sales,25,4,Marketing,4,Male,2,3,Sales Executive,2,Single,9094,2,Yes,12,3,3,0,9,2,3,5,4,1,0,9.115480090952223,0.5,0.1666666666666666,0.0,0.0027487630566245,36-45,고소득,3-5년,1
